date,time,temp,humid,windspeed,condition
2018/1/16,5:00 PM,36,81,25,Mostly Cloudy / Windy
2018/1/16,5:30 PM,34,93,20,Light Snow Shower
2018/1/16,6:00 PM,34,93,23,Light Snow Shower / Windy
2018/1/16,6:30 PM,34,93,24,Light Snow Shower / Windy
2018/1/16,7:00 PM,34,93,17,Light Snow Shower
2018/1/16,7:30 PM,34,87,21,Mostly Cloudy / Windy
2018/1/16,8:00 PM,32,93,20,Light Snow Shower
2018/1/16,8:30 PM,34,87,22,Light Snow Shower / Windy
2018/1/16,9:00 PM,34,87,18,Light Snow Shower
2018/1/16,9:30 PM,34,87,24,Light Snow Shower / Windy
2018/1/16,10:00 PM,32,93,21,Light Snow Shower / Windy
2018/1/16,10:30 PM,32,93,18,Light Snow Shower
2018/1/16,11:00 PM,32,93,24,Partly Cloudy / Windy
2018/1/16,11:30 PM,32,93,30,Light Snow Shower / Windy
2018/1/17,12:00 AM,50,82,31,Light Rain Shower / Windy
2018/1/17,12:30 AM,48,82,35,Light Rain Shower / Windy
2018/1/17,1:00 AM,32,100,22,Light Snow Shower / Windy
2018/1/17,1:30 AM,32,93,23,Mostly Cloudy / Windy
2018/1/17,2:00 AM,32,93,22,Partly Cloudy / Windy
2018/1/17,2:30 AM,34,87,23,Mostly Cloudy / Windy
2018/1/17,3:00 AM,34,93,24,Light Snow Shower / Windy
2018/1/17,3:30 AM,34,93,25,Mostly Cloudy / Windy
2018/1/17,4:00 AM,34,93,26,Light Snow Shower / Windy
2018/1/17,4:30 AM,34,93,25,Mostly Cloudy / Windy
2018/1/17,5:00 AM,34,93,24,Mostly Cloudy / Windy
2018/1/17,5:30 AM,36,87,24,Mostly Cloudy / Windy
2018/1/17,6:00 AM,36,87,25,Mostly Cloudy / Windy
2018/1/17,6:30 AM,34,93,25,Partly Cloudy / Windy
2018/1/17,7:00 AM,34,93,21,Wintry Mix / Windy
2018/1/17,7:30 AM,34,93,23,Partly Cloudy / Windy
2018/1/17,8:00 AM,36,87,17,Mostly Cloudy
2018/1/17,8:30 AM,34,93,15,Partly Cloudy
2018/1/17,9:00 AM,34,93,15,Partly Cloudy
2018/1/17,9:30 AM,36,87,17,Mostly Cloudy
2018/1/17,10:00 AM,36,81,18,Mostly Cloudy
2018/1/17,10:30 AM,36,81,18,Mostly Cloudy
2018/1/17,11:00 AM,36,87,20,Mostly Cloudy
2018/1/17,11:30 AM,37,81,23,Mostly Cloudy / Windy
2018/1/17,12:00 PM,37,81,22,Mostly Cloudy / Windy
2018/1/17,12:30 PM,37,81,23,Partly Cloudy / Windy
2018/1/17,1:00 PM,39,81,25,Mostly Cloudy / Windy
2018/1/17,1:30 PM,39,81,21,Mostly Cloudy / Windy
2018/1/17,2:00 PM,41,76,21,Mostly Cloudy / Windy
2018/1/17,2:30 PM,41,76,20,Mostly Cloudy
2018/1/17,3:00 PM,41,76,22,Mostly Cloudy / Windy
2018/1/17,3:30 PM,41,76,22,Mostly Cloudy / Windy
2018/1/17,4:00 PM,41,81,21,Mostly Cloudy / Windy
2018/1/17,4:30 PM,41,81,21,Light Rain / Windy
2018/1/17,5:00 PM,41,81,17,Light Rain
2018/1/17,5:30 PM,41,76,17,Mostly Cloudy
2018/1/17,6:00 PM,39,87,17,Mostly Cloudy
2018/1/17,6:30 PM,39,87,16,Light Rain
2018/1/17,7:00 PM,39,93,14,Light Rain
2018/1/17,7:30 PM,39,87,15,Light Rain
2018/1/17,8:00 PM,37,93,12,Light Rain
2018/1/17,8:30 PM,37,93,12,Light Rain
2018/1/17,9:00 PM,37,93,16,Light Rain
2018/1/17,9:30 PM,39,93,10,Light Rain
2018/1/17,10:00 PM,46,93,18,Light Rain
2018/1/17,10:30 PM,46,93,24,Light Rain / Windy
2018/1/17,11:00 PM,48,93,26,Light Rain / Windy
2018/1/17,11:30 PM,50,87,35,Light Rain Shower / Windy
2018/1/18,12:00 AM,34,93,16,Fair
2018/1/18,12:30 AM,34,87,17,Fair
2018/1/18,1:00 AM,48,82,37,Mostly Cloudy / Windy
2018/1/18,1:30 AM,48,82,36,Light Rain Shower / Windy
2018/1/18,2:00 AM,45,81,39,Mostly Cloudy / Windy
2018/1/18,2:30 AM,39,81,39,Mostly Cloudy / Windy
2018/1/18,3:00 AM,37,87,31,Mostly Cloudy / Windy
2018/1/18,3:30 AM,37,87,25,Mostly Cloudy / Windy
2018/1/18,4:00 AM,37,87,18,Mostly Cloudy
2018/1/18,4:30 AM,39,87,20,Mostly Cloudy
2018/1/18,5:00 AM,39,87,20,Light Rain Shower
2018/1/18,5:30 AM,39,87,16,Mostly Cloudy
2018/1/18,6:00 AM,39,87,15,Mostly Cloudy
2018/1/18,6:30 AM,39,87,14,Mostly Cloudy
2018/1/18,7:00 AM,39,87,18,Partly Cloudy
2018/1/18,7:30 AM,37,93,17,Partly Cloudy
2018/1/18,8:00 AM,37,93,16,Partly Cloudy
2018/1/18,8:30 AM,39,87,15,Mostly Cloudy
2018/1/18,9:00 AM,37,93,14,Mostly Cloudy
2018/1/18,9:30 AM,37,93,16,Mostly Cloudy
2018/1/18,10:00 AM,37,93,17,Partly Cloudy
2018/1/18,10:30 AM,39,87,21,Partly Cloudy / Windy
2018/1/18,11:00 AM,39,87,22,Partly Cloudy / Windy
2018/1/18,11:30 AM,39,87,21,Partly Cloudy / Windy
2018/1/18,12:00 PM,39,87,21,Partly Cloudy / Windy
2018/1/18,12:30 PM,39,87,23,Partly Cloudy / Windy
2018/1/18,1:00 PM,39,87,23,Partly Cloudy / Windy
2018/1/18,1:30 PM,41,76,25,Partly Cloudy / Windy
2018/1/18,2:00 PM,39,81,25,Partly Cloudy / Windy
2018/1/18,2:30 PM,41,76,21,Mostly Cloudy / Windy
2018/1/18,3:00 PM,41,76,21,Partly Cloudy / Windy
2018/1/18,3:30 PM,41,76,17,Light Rain Shower
2018/1/18,4:00 PM,41,76,22,Partly Cloudy / Windy
2018/1/18,4:30 PM,39,75,17,Partly Cloudy
2018/1/18,5:00 PM,39,75,20,Partly Cloudy
2018/1/18,5:30 PM,39,75,22,Fair / Windy
2018/1/18,6:00 PM,37,81,22,Fair / Windy
2018/1/18,6:30 PM,37,81,22,Partly Cloudy / Windy
2018/1/18,7:00 PM,37,81,22,Partly Cloudy / Windy
2018/1/18,7:30 PM,36,87,24,Fair / Windy
2018/1/18,8:00 PM,36,87,21,Fair / Windy
2018/1/18,8:30 PM,36,87,25,Fair / Windy
2018/1/18,9:00 PM,36,87,22,Fair / Windy
2018/1/18,9:30 PM,36,87,22,Fair / Windy
2018/1/18,10:00 PM,36,87,22,Partly Cloudy / Windy
2018/1/18,10:30 PM,34,93,22,Partly Cloudy / Windy
2018/1/18,11:00 PM,34,93,20,Partly Cloudy
2018/1/18,11:30 PM,34,93,18,Partly Cloudy
2018/1/19,12:00 AM,36,87,13,Fair
2018/1/19,12:30 AM,36,87,10,Fair
2018/1/19,1:00 AM,34,87,16,Fair
2018/1/19,1:30 AM,34,87,16,Fair
2018/1/19,2:00 AM,34,87,20,Fair
2018/1/19,2:30 AM,34,93,17,Fair
2018/1/19,3:00 AM,34,93,22,Fair / Windy
2018/1/19,3:30 AM,34,93,20,Fair
2018/1/19,4:00 AM,34,93,20,Fair
2018/1/19,4:30 AM,34,93,20,Fair
2018/1/19,5:00 AM,34,87,20,Fair
2018/1/19,5:30 AM,34,87,20,Fair
2018/1/19,6:00 AM,34,87,18,Fair
2018/1/19,6:30 AM,34,87,17,Fair
2018/1/19,7:00 AM,34,87,18,Partly Cloudy
2018/1/19,7:30 AM,34,87,18,Mostly Cloudy
2018/1/19,8:00 AM,34,87,17,Fair
2018/1/19,8:30 AM,34,87,20,Partly Cloudy
2018/1/19,9:00 AM,34,87,20,Partly Cloudy
2018/1/19,9:30 AM,34,93,22,Mostly Cloudy / Windy
2018/1/19,10:00 AM,34,93,22,Mostly Cloudy / Windy
2018/1/19,10:30 AM,36,87,20,Mostly Cloudy
2018/1/19,11:00 AM,34,93,22,Mostly Cloudy / Windy
2018/1/19,11:30 AM,36,87,22,Partly Cloudy / Windy
2018/1/19,12:00 PM,36,87,22,Partly Cloudy / Windy
2018/1/19,12:30 PM,37,81,23,Partly Cloudy / Windy
2018/1/19,1:00 PM,37,81,21,Partly Cloudy / Windy
2018/1/19,1:30 PM,37,87,21,Mostly Cloudy / Windy
2018/1/19,2:00 PM,39,81,20,Partly Cloudy
2018/1/19,2:30 PM,39,81,24,Partly Cloudy / Windy
2018/1/19,3:00 PM,39,81,17,Partly Cloudy
2018/1/19,3:30 PM,39,81,20,Fair
2018/1/19,4:00 PM,39,81,20,Partly Cloudy
2018/1/19,4:30 PM,39,81,22,Fair / Windy
2018/1/19,5:00 PM,39,81,16,Fair
2018/1/19,5:30 PM,37,81,17,Fair
2018/1/19,6:00 PM,37,87,18,Fair
2018/1/19,6:30 PM,37,87,16,Fair
2018/1/19,7:00 PM,37,87,17,Light Rain Shower
2018/1/19,7:30 PM,36,87,13,Mostly Cloudy
2018/1/19,8:00 PM,36,87,14,Mostly Cloudy
2018/1/19,8:30 PM,36,87,14,Mostly Cloudy
2018/1/19,9:00 PM,36,87,15,Mostly Cloudy
2018/1/19,9:30 PM,36,87,14,Mostly Cloudy
2018/1/19,10:00 PM,36,87,17,Mostly Cloudy
2018/1/19,10:30 PM,37,81,17,Mostly Cloudy
2018/1/19,11:00 PM,36,87,16,Fair
2018/1/19,11:30 PM,36,87,15,Fair
2018/1/20,12:00 AM,34,93,5,Mostly Cloudy
2018/1/20,12:30 AM,34,93,2,Mostly Cloudy
2018/1/20,1:00 AM,36,87,9,Fair
2018/1/20,1:30 AM,36,93,8,Fair
2018/1/20,2:00 AM,37,87,10,Fair
2018/1/20,2:30 AM,37,87,8,Fair
2018/1/20,3:00 AM,37,87,5,Fair
2018/1/20,3:30 AM,37,87,6,Fair
2018/1/20,4:00 AM,37,87,5,Fair
2018/1/20,4:30 AM,37,87,5,Fair
2018/1/20,5:00 AM,37,87,5,Light Rain
2018/1/20,5:30 AM,37,87,3,Light Rain
2018/1/20,6:00 AM,36,100,5,Light Rain
2018/1/20,6:30 AM,36,100,2,Light Rain
2018/1/20,7:00 AM,36,100,3,Light Rain
2018/1/20,7:30 AM,36,100,5,Light Rain
2018/1/20,8:00 AM,36,100,3,Light Rain
2018/1/20,8:30 AM,36,100,6,Light Rain
2018/1/20,9:00 AM,36,100,7,Light Rain
2018/1/20,9:30 AM,36,100,9,Light Rain
2018/1/20,10:00 AM,36,100,10,Light Rain
2018/1/20,10:30 AM,36,100,9,Light Rain
2018/1/20,11:00 AM,36,100,9,Light Rain
2018/1/20,11:30 AM,37,93,10,Light Rain
2018/1/20,12:00 PM,37,93,9,Light Rain
2018/1/20,12:30 PM,37,100,10,Light Rain
2018/1/20,1:00 PM,37,100,10,Light Rain
2018/1/20,1:30 PM,39,93,12,Light Rain
2018/1/20,2:00 PM,39,100,9,Light Rain
2018/1/20,2:30 PM,39,100,10,Light Rain
2018/1/20,3:00 PM,39,93,9,Light Rain
2018/1/20,3:30 PM,39,93,7,Light Rain
2018/1/20,4:00 PM,39,100,7,Light Rain
2018/1/20,4:30 PM,39,100,5,Light Drizzle
2018/1/20,5:00 PM,39,100,5,Mostly Cloudy
2018/1/20,5:30 PM,39,100,8,Light Rain
2018/1/20,6:00 PM,39,100,10,Light Rain
2018/1/20,6:30 PM,39,100,9,Light Rain
2018/1/20,7:00 PM,37,100,6,Mostly Cloudy
2018/1/20,7:30 PM,37,93,5,Mostly Cloudy
2018/1/20,8:00 PM,34,100,5,Mostly Cloudy
2018/1/20,8:30 PM,34,100,3,Partly Cloudy
2018/1/20,9:00 PM,30,100,3,Fair
2018/1/20,9:30 PM,30,100,2,Shallow Fog
2018/1/20,10:00 PM,34,93,5,Mostly Cloudy
2018/1/20,10:30 PM,34,100,8,Mostly Cloudy
2018/1/20,11:00 PM,34,93,7,Mostly Cloudy
2018/1/20,11:30 PM,34,93,3,Mostly Cloudy
2018/1/21,12:00 AM,46,76,14,Mostly Cloudy
2018/1/21,12:30 AM,46,81,14,Mostly Cloudy
2018/1/21,1:00 AM,34,93,1,Mostly Cloudy
2018/1/21,1:30 AM,34,100,3,Mostly Cloudy
2018/1/21,2:00 AM,36,100,6,Light Rain
2018/1/21,2:30 AM,36,100,6,Light Rain
2018/1/21,3:00 AM,37,100,8,Light Rain
2018/1/21,3:30 AM,39,93,12,Light Rain
2018/1/21,4:00 AM,39,93,13,Light Rain
2018/1/21,4:30 AM,39,100,15,Light Rain
2018/1/21,5:00 AM,39,100,15,Light Rain
2018/1/21,5:30 AM,39,100,15,Light Rain
2018/1/21,6:00 AM,41,93,16,Light Rain
2018/1/21,6:30 AM,41,100,17,Light Rain
2018/1/21,7:00 AM,43,93,20,Light Rain
2018/1/21,7:30 AM,43,93,20,Light Rain
2018/1/21,8:00 AM,43,100,22,Light Rain / Windy
2018/1/21,8:30 AM,43,100,18,Light Rain
2018/1/21,9:00 AM,45,93,18,Light Rain
2018/1/21,9:30 AM,45,93,16,Light Rain
2018/1/21,10:00 AM,45,100,13,Rain
2018/1/21,10:30 AM,45,100,12,Light Rain
2018/1/21,11:00 AM,45,100,6,Light Rain
2018/1/21,11:30 AM,48,100,6,Light Rain
2018/1/21,12:00 PM,50,100,15,Light Rain
2018/1/21,12:30 PM,52,94,16,Light Rain
2018/1/21,1:00 PM,52,94,20,Light Rain
2018/1/21,1:30 PM,52,100,18,Light Rain
2018/1/21,2:00 PM,52,100,23,Light Rain / Windy
2018/1/21,2:30 PM,54,94,22,Light Rain / Windy
2018/1/21,3:00 PM,54,94,24,Light Rain / Windy
2018/1/21,3:30 PM,54,94,21,Light Rain / Windy
2018/1/21,4:00 PM,54,94,22,Light Rain / Windy
2018/1/21,4:30 PM,54,94,18,Light Rain
2018/1/21,5:00 PM,52,88,32,Mostly Cloudy / Windy
2018/1/21,5:30 PM,52,82,31,Mostly Cloudy / Windy
2018/1/21,6:00 PM,50,87,32,Mostly Cloudy / Windy
2018/1/21,6:30 PM,50,82,33,Mostly Cloudy / Windy
2018/1/21,7:00 PM,48,82,29,Partly Cloudy / Windy
2018/1/21,7:30 PM,48,82,29,Partly Cloudy / Windy
2018/1/21,8:00 PM,48,76,29,Mostly Cloudy / Windy
2018/1/21,8:30 PM,46,81,26,Mostly Cloudy / Windy
2018/1/21,9:00 PM,46,81,23,Mostly Cloudy / Windy
2018/1/21,9:30 PM,48,71,24,Mostly Cloudy / Windy
2018/1/21,10:00 PM,46,76,24,Mostly Cloudy / Windy
2018/1/21,10:30 PM,46,81,21,Mostly Cloudy / Windy
2018/1/21,11:00 PM,46,81,23,Mostly Cloudy / Windy
2018/1/21,11:30 PM,46,76,17,Mostly Cloudy
2018/1/22,12:00 AM,48,82,14,Mostly Cloudy
2018/1/22,12:30 AM,50,82,14,Mostly Cloudy
2018/1/22,1:00 AM,46,81,14,Light Drizzle
2018/1/22,1:30 AM,46,81,7,Mostly Cloudy
2018/1/22,2:00 AM,46,81,9,Mostly Cloudy
2018/1/22,2:30 AM,46,81,12,Mostly Cloudy
2018/1/22,3:00 AM,46,81,10,Mostly Cloudy
2018/1/22,3:30 AM,46,81,9,Mostly Cloudy
2018/1/22,4:00 AM,45,87,14,Light Drizzle
2018/1/22,4:30 AM,45,87,13,Mostly Cloudy
2018/1/22,5:00 AM,45,87,15,Mostly Cloudy
2018/1/22,5:30 AM,45,87,14,Light Drizzle
2018/1/22,6:00 AM,45,87,17,Mostly Cloudy
2018/1/22,6:30 AM,45,81,17,Mostly Cloudy
2018/1/22,7:00 AM,45,81,16,Mostly Cloudy
2018/1/22,7:30 AM,43,87,20,Mostly Cloudy
2018/1/22,8:00 AM,45,81,18,Mostly Cloudy
2018/1/22,8:30 AM,45,81,20,Mostly Cloudy
2018/1/22,9:00 AM,45,81,17,Mostly Cloudy
2018/1/22,9:30 AM,45,81,16,Mostly Cloudy
2018/1/22,10:00 AM,45,81,17,Mostly Cloudy
2018/1/22,10:30 AM,45,81,21,Mostly Cloudy / Windy
2018/1/22,11:00 AM,45,87,16,Mostly Cloudy
2018/1/22,11:30 AM,46,76,17,Mostly Cloudy
2018/1/22,12:00 PM,46,81,17,Mostly Cloudy
2018/1/22,12:30 PM,46,81,17,Mostly Cloudy
2018/1/22,1:00 PM,46,81,21,Mostly Cloudy / Windy
2018/1/22,1:30 PM,46,81,20,Mostly Cloudy
2018/1/22,2:00 PM,46,81,14,Mostly Cloudy
2018/1/22,2:30 PM,46,76,18,Mostly Cloudy
2018/1/22,3:00 PM,46,76,14,Mostly Cloudy
2018/1/22,3:30 PM,46,81,18,Mostly Cloudy
2018/1/22,4:00 PM,46,81,15,Mostly Cloudy
2018/1/22,4:30 PM,46,81,15,Mostly Cloudy
2018/1/22,5:00 PM,46,81,12,Mostly Cloudy
2018/1/22,5:30 PM,46,81,14,Mostly Cloudy
2018/1/22,6:00 PM,46,81,8,Mostly Cloudy
2018/1/22,6:30 PM,46,81,9,Mostly Cloudy
2018/1/22,7:00 PM,46,81,12,Mostly Cloudy
2018/1/22,7:30 PM,46,76,14,Mostly Cloudy
2018/1/22,8:00 PM,46,76,13,Mostly Cloudy
2018/1/22,8:30 PM,46,81,14,Mostly Cloudy
2018/1/22,9:00 PM,46,81,13,Mostly Cloudy
2018/1/22,9:30 PM,46,76,13,Mostly Cloudy
2018/1/22,10:00 PM,46,81,14,Mostly Cloudy
2018/1/22,10:30 PM,48,76,13,Mostly Cloudy
2018/1/22,11:00 PM,48,76,13,Mostly Cloudy
2018/1/22,11:30 PM,48,82,15,Mostly Cloudy
2018/1/23,12:00 AM,52,67,26,Mostly Cloudy / Windy
2018/1/23,12:30 AM,52,71,29,Mostly Cloudy / Windy
2018/1/23,1:00 AM,50,82,16,Mostly Cloudy
2018/1/23,1:30 AM,50,82,17,Mostly Cloudy
2018/1/23,2:00 AM,50,87,17,Mostly Cloudy
2018/1/23,2:30 AM,50,87,12,Mostly Cloudy
2018/1/23,3:00 AM,50,87,14,Mostly Cloudy
2018/1/23,3:30 AM,52,88,15,Mostly Cloudy
2018/1/23,4:00 AM,52,88,17,Mostly Cloudy
2018/1/23,4:30 AM,52,88,13,Light Rain
2018/1/23,5:00 AM,52,88,14,Mostly Cloudy
2018/1/23,5:30 AM,54,88,13,Mostly Cloudy
2018/1/23,6:00 AM,54,88,13,Mostly Cloudy
2018/1/23,6:30 AM,54,88,16,Cloudy
2018/1/23,7:00 AM,52,94,15,Mostly Cloudy
2018/1/23,7:30 AM,54,88,14,Mostly Cloudy
2018/1/23,8:00 AM,54,88,18,Mostly Cloudy
2018/1/23,8:30 AM,54,88,16,Mostly Cloudy
2018/1/23,9:00 AM,54,82,17,Mostly Cloudy
2018/1/23,9:30 AM,54,88,23,Mostly Cloudy / Windy
2018/1/23,10:00 AM,54,88,25,Mostly Cloudy / Windy
2018/1/23,10:30 AM,54,88,23,Mostly Cloudy / Windy
2018/1/23,11:00 AM,54,82,28,Mostly Cloudy / Windy
2018/1/23,11:30 AM,55,82,25,Mostly Cloudy / Windy
2018/1/23,12:00 PM,55,77,26,Mostly Cloudy / Windy
2018/1/23,12:30 PM,55,77,28,Mostly Cloudy / Windy
2018/1/23,1:00 PM,55,77,28,Mostly Cloudy / Windy
2018/1/23,1:30 PM,55,77,29,Mostly Cloudy / Windy
2018/1/23,2:00 PM,55,72,31,Mostly Cloudy / Windy
2018/1/23,2:30 PM,55,67,29,Partly Cloudy / Windy
2018/1/23,3:00 PM,55,67,32,Partly Cloudy / Windy
2018/1/23,3:30 PM,54,67,31,Partly Cloudy / Windy
2018/1/23,4:00 PM,54,67,30,Mostly Cloudy / Windy
2018/1/23,4:30 PM,54,58,33,Mostly Cloudy / Windy
2018/1/23,5:00 PM,52,58,33,Mostly Cloudy / Windy
2018/1/23,5:30 PM,50,66,24,Mostly Cloudy / Windy
2018/1/23,6:00 PM,50,66,22,Mostly Cloudy / Windy
2018/1/23,6:30 PM,50,66,16,Mostly Cloudy
2018/1/23,7:00 PM,50,66,17,Partly Cloudy
2018/1/23,7:30 PM,48,66,17,Partly Cloudy
2018/1/23,8:00 PM,48,71,14,Partly Cloudy
2018/1/23,8:30 PM,50,71,17,Partly Cloudy
2018/1/23,9:00 PM,48,76,18,Partly Cloudy
2018/1/23,9:30 PM,48,76,17,Partly Cloudy
2018/1/23,10:00 PM,48,76,20,Partly Cloudy
2018/1/23,10:30 PM,50,76,21,Mostly Cloudy / Windy
2018/1/23,11:00 PM,50,76,21,Mostly Cloudy / Windy
2018/1/23,11:30 PM,52,71,24,Mostly Cloudy / Windy
2018/1/24,12:00 AM,43,76,24,Mostly Cloudy / Windy
2018/1/24,12:30 AM,43,70,25,Partly Cloudy / Windy
2018/1/24,1:00 AM,54,72,25,Mostly Cloudy / Windy
2018/1/24,1:30 AM,54,77,31,Mostly Cloudy / Windy
2018/1/24,2:00 AM,54,77,33,Mostly Cloudy / Windy
2018/1/24,2:30 AM,54,77,33,Mostly Cloudy / Windy
2018/1/24,3:00 AM,54,77,33,Light Drizzle / Windy
2018/1/24,3:30 AM,54,77,32,Light Rain / Windy
2018/1/24,4:00 AM,52,94,24,Rain / Windy
2018/1/24,4:30 AM,48,87,30,Rain / Windy
2018/1/24,5:00 AM,48,93,21,Rain / Windy
2018/1/24,5:30 AM,46,87,33,Heavy Rain / Windy
2018/1/24,6:00 AM,46,76,31,Light Rain / Windy
2018/1/24,6:30 AM,45,81,28,Mostly Cloudy / Windy
2018/1/24,7:00 AM,45,76,25,Mostly Cloudy / Windy
2018/1/24,7:30 AM,45,76,23,Mostly Cloudy / Windy
2018/1/24,8:00 AM,45,76,23,Mostly Cloudy / Windy
2018/1/24,8:30 AM,43,81,23,Mostly Cloudy / Windy
